reference_number,gazetted_names,local_name,waterbody_id,reach_number,site_number,sampling_method,method_number,haul_number_pass_number,species,length_mm,weight_g,sex,maturity,age_structure,age_sample_number,age,genetic_structure,genetic_sample_number,comments
8,Unnamed tributary to Parsnip River,125403_ds,00000PARS,0,8,visual observation above water,1,1,Unidentified Species,40,,,,,,,,,Fish is pool 20 m downstream of culvert.
